id,title,description,image,price,availability,rating,affiliateUrl,tags,asin
98,DIY Terrarium Kit for Kids,"Small glass kit to create a tiny green world and learn plant care.","https://placehold.co/400x250/98fb98/000000?text=Terrarium+Kit","$24.99","In stock",4.6,"https://www.amazon.com/s?k=diy+terrarium+kit&tag=giftwithai-21","tween (10-12);adult (20-55);under $25;home",
99,Children's Atlas (Illustrated),"Colorful maps and facts for curious young explorers.","https://placehold.co/400x250/8b4513/ffffff?text=Kids+Atlas","$14.99","In stock",4.5,"https://www.amazon.com/s?k=children's+atlas+illustrated&tag=giftwithai-21","kid (7-9);tween (10-12);books;under $25",
100,Glow-in-the-Dark Puzzle (100 pcs),"Puzzle with glow pieces — daytime fun, nighttime magic.","https://placehold.co/400x250/ffd700/000000?text=Glow+Puzzle","$18.99","In stock",4.2,"https://www.amazon.com/s?k=glow+in+the+dark+puzzle&tag=giftwithai-21","kid (7-9);tween (10-12);under $25;games",
101,Travel Toothbrush Set (Kids),"Compact and cute toothbrush and cover for trips.","https://placehold.co/400x250/20b2aa/ffffff?text=Toothbrush+Set","$8.99","In stock",4.0,"https://www.amazon.com/s?k=travel+toothbrush+set+kids&tag=giftwithai-21","kid (7-9);preschool (4-6);under $25;travel",
102,Interactive Globe with Facts,"Globe with QR-linked facts and audio for curious kids.","https://placehold.co/400x250/4682b4/ffffff?text=Interactive+Globe","$49.99","In stock",4.4,"https://www.amazon.com/s?k=interactive+globe&tag=giftwithai-21","tween (10-12);kid (7-9);$25 - $75;educational",
103,Kids' Raincoat (Bright Colors),"Waterproof coat with fun prints for puddle-season smiles.","https://placehold.co/400x250/ff7f50/000000?text=Raincoat","$29.99","In stock",4.3,"https://www.amazon.com/s?k=kids+raincoat&tag=giftwithai-21","toddler (1-3);preschool (4-6);under $25;clothing",
104,Kids' Firefighter Helmet (Pretend Play),"Dress-up helmet with badge for brave play.","https://placehold.co/400x250/ffb347/000000?text=Helmet","$14.99","In stock",4.1,"https://www.amazon.com/s?k=kids+firefighter+helmet&tag=giftwithai-21","preschool (4-6);toddler (1-3);under $25;toys",
105,Junior Microscope Slides Kit,"Safe pre-made slides and guides for curious learners.","https://placehold.co/400x250/00ced1/000000?text=Slides+Kit","$19.99","In stock",4.2,"https://www.amazon.com/s?k=junior+microscope+slides&tag=giftwithai-21","tween (10-12);STEM;under $25;educational",
106,Kids' Safety Helmet for Cycling,"Bright and comfortable helmet with adjustable strap.","https://placehold.co/400x250/6a5acd/ffffff?text=Safety+Helmet","$29.99","In stock",4.5,"https://www.amazon.com/s?k=kids+cycling+helmet&tag=giftwithai-21","kid (7-9);tween (10-12);$25 - $75;outdoors",
107,Mini Electric Toothbrush (Kids),"Fun characters and gentle bristles for healthy habits.","https://placehold.co/400x250/ffdead/000000?text=Toothbrush","$19.99","In stock",4.3,"https://www.amazon.com/s?k=mini+electric+toothbrush+kids&tag=giftwithai-21","toddler (1-3);preschool (4-6);under $25;health",
108,Kids' Walkie Talkie Set,"Long-range walkies for backyard adventures and teamwork.","https://placehold.co/400x250/4682b4/ffffff?text=Walkie+Set","$29.99","In stock",4.1,"https://www.amazon.com/s?k=kids+walkie+talkie+set&tag=giftwithai-21","kid (7-9);tween (10-12);$25 - $75",
109,Forest Animal Plush Set,"Set of small plush animals for storytelling and snuggles.","https://placehold.co/400x250/ffdead/000000?text=Plush+Set","$22.99","In stock",4.6,"https://www.amazon.com/s?k=forest+animal+plush+set&tag=giftwithai-21","toddler (1-3);child (4-12);under $25;toys",
110,Kids' Magnetic Tiles (Creative Play),"Transparent tiles for light-table and building fun.","https://placehold.co/400x250/00bfff/000000?text=Magnetic+Tiles","$59.99","In stock",4.7,"https://www.amazon.com/s?k=magnetic+tiles+creative&tag=giftwithai-21","preschool (4-6);kid (7-9);$25 - $75;STEM",
111,Junior Drum Pad (Electronic),"Soft electronic pad for rhythm practice and sound play.","https://placehold.co/400x250/ff69b4/000000?text=Drum+Pad","$39.99","In stock",4.2,"https://www.amazon.com/s?k=junior+drum+pad&tag=giftwithai-21","tween (10-12);teen (13-19);$25 - $75;music",
112,Kids' LED Bike Wheel Lights,"Colorful LED strips to glow up evening rides.","https://placehold.co/400x250/8a2be2/ffffff?text=Wheel+Lights","$19.99","In stock",4.3,"https://www.amazon.com/s?k=kids+led+bike+wheel+lights&tag=giftwithai-21","kid (7-9);tween (10-12);under $25;outdoors",
113,Children's Gardening Book & Kit,"Seeds, tiny tools and a guide for first gardens.","https://placehold.co/400x250/98fb98/000000?text=Garden+Kit","$24.99","In stock",4.5,"https://www.amazon.com/s?k=children+gardening+book+kit&tag=giftwithai-21","kid (7-9);tween (10-12);$25 - $75;educational",
114,Toddler Push Car (Ride-on),"Low seat, stable base and colorful design for early movers.","https://placehold.co/400x250/ff7f50/000000?text=Ride+On","$44.99","In stock",4.6,"https://www.amazon.com/s?k=toddler+push+car&tag=giftwithai-21","toddler (1-3);preschool (4-6);$25 - $75;toys",
115,Kids' Bathrobe (Soft Cotton),"Warm robe with hood for post-swim and bath routines.","https://placehold.co/400x250/ffdead/000000?text=Bathrobe","$24.99","In stock",4.4,"https://www.amazon.com/s?k=kids+bathrobe&tag=giftwithai-21","toddler (1-3);preschool (4-6);under $25;clothing",
116,Junior Gardening Seats & Tools,"Low seat and tools for comfortable planting sessions.","https://placehold.co/400x250/98fb98/000000?text=Garden+Seat","$29.99","In stock",4.1,"https://www.amazon.com/s?k=junior+gardening+seat+tools&tag=giftwithai-21","kid (7-9);tween (10-12);$25 - $75;outdoors",
117,Kids' Movie Night Projector,"Compact projector for cozy family movie nights.","https://placehold.co/400x250/00008b/ffffff?text=Projector","$59.99","In stock",4.0,"https://www.amazon.com/s?k=kids+movie+projector&tag=giftwithai-21","family member;teen (13-19);$25 - $75;home",
118,Children's Baking Apron Set,"Apron and utensils sized for little chefs.","https://placehold.co/400x250/ffb347/000000?text=Baking+Apron","$16.99","In stock",4.3,"https://www.amazon.com/s?k=children+baking+apron+set&tag=giftwithai-21","preschool (4-6);kid (7-9);under $25;play",
119,Junior Robotics Kit,"Modular robot pieces and beginner instructions.","https://placehold.co/400x250/00ced1/000000?text=Robotics+Kit","$69.99","In stock",4.6,"https://www.amazon.com/s?k=junior+robotics+kit&tag=giftwithai-21","tween (10-12);STEM;$25 - $75;educational",
120,Personalized Storybook (Name Inside),"Story featuring the child's name as the hero.","https://placehold.co/400x250/8b4513/ffffff?text=Personalized+Book","$24.99","In stock",4.8,"https://www.amazon.com/s?k=personalized+storybook+name&tag=giftwithai-21","kid (7-9);preschool (4-6);$25 - $75;books",
121,Mini Art Supply Organizer,"Portable case with compartments for markers and brushes.","https://placehold.co/400x250/ff7f50/000000?text=Art+Organizer","$18.99","In stock",4.2,"https://www.amazon.com/s?k=mini+art+supply+organizer&tag=giftwithai-21","tween (10-12);kid (7-9);under $25;arts & crafts",
122,Kids' Fitness Tracker (Basic),"Simple tracker for steps and active minutes.","https://placehold.co/400x250/4682b4/ffffff?text=Fitness+Tracker","$39.99","In stock",4.1,"https://www.amazon.com/s?k=kids+fitness+tracker&tag=giftwithai-21","tween (10-12);teen (13-19);$25 - $75;fitness",
123,Play Food Set (Wooden),"Realistic wooden food pieces for kitchen role play.","https://placehold.co/400x250/ffd700/000000?text=Play+Food","$29.99","In stock",4.5,"https://www.amazon.com/s?k=wooden+play+food+set&tag=giftwithai-21","preschool (4-6);toddler (1-3);$25 - $75;toys",
124,Kids' Tablet Stand & Holder,"Adjustable stand for tablets and video learning.","https://placehold.co/400x250/6495ed/ffffff?text=Tablet+Stand","$14.99","In stock",4.2,"https://www.amazon.com/s?k=kids+tablet+stand&tag=giftwithai-21","tween (10-12);teen (13-19);under $25;tech & gadgets",
125,Kids' Backpack (Animal Prints),"Durable backpack with roomy pockets and cute prints.","https://placehold.co/400x250/ffb6c1/000000?text=Backpack","$29.99","In stock",4.4,"https://www.amazon.com/s?k=kids+backpack+animal&tag=giftwithai-21","kid (7-9);preschool (4-6);$25 - $75;school",
126,Magnetic Fishing Bath Book,"Bath-friendly book and magnetic fish for learning letters.","https://placehold.co/400x250/20b2aa/ffffff?text=Bath+Book","$12.99","In stock",4.3,"https://www.amazon.com/s?k=magnetic+bath+book&tag=giftwithai-21","toddler (1-3);preschool (4-6);under $25;books",
127,Junior Woodworking Kit (Safe Tools),"Soft woodworking projects with safe bits for learning.","https://placehold.co/400x250/8b4513/ffffff?text=Woodworking+Kit","$34.99","In stock",4.1,"https://www.amazon.com/s?k=junior+woodworking+kit&tag=giftwithai-21","tween (10-12);STEM;$25 - $75;creative",
128,Kids' Waterproof Bluetooth Speaker,"Rugged, splashproof speaker for poolside playlists.","https://placehold.co/400x250/4682b4/ffffff?text=Speaker+Waterproof","$29.99","In stock",4.4,"https://www.amazon.com/s?k=waterproof+bluetooth+speaker+kids&tag=giftwithai-21","teen (13-19);kid (7-9);$25 - $75;tech & gadgets",
129,Junior Metal Detector (Beginner),"Search for hidden treasures at the beach and parks.","https://placehold.co/400x250/6a5acd/ffffff?text=Metal+Detector","$49.99","In stock",4.0,"https://www.amazon.com/s?k=junior+metal+detector&tag=giftwithai-21","tween (10-12);outdoors;$25 - $75;adventure",
130,Kids' Magnetic Calendar Set,"Magnetic date and activities board for routines.","https://placehold.co/400x250/ffdead/000000?text=Magnetic+Calendar","$14.99","In stock",4.3,"https://www.amazon.com/s?k=kids+magnetic+calendar&tag=giftwithai-21","preschool (4-6);toddler (1-3);under $25;family",
131,Junior Science Fossil Kit,"Discover fossils and learn paleontology basics.","https://placehold.co/400x250/00ced1/000000?text=Fossil+Kit","$24.99","In stock",4.6,"https://www.amazon.com/s?k=junior+fossil+kit&tag=giftwithai-21","tween (10-12);kid (7-9);$25 - $75;educational",
132,Kids' Swimming Goggles (Anti-fog),"Comfortable goggles for swim lessons and pool fun.","https://placehold.co/400x250/20b2aa/ffffff?text=Goggles","$12.99","In stock",4.2,"https://www.amazon.com/s?k=kids+swimming+goggles&tag=giftwithai-21","toddler (1-3);preschool (4-6);under $25;sports",
133,Kids' Tool Belt (Pretend Play),"Belt and plastic tools for imaginative building.","https://placehold.co/400x250/ffd700/000000?text=Tool+Belt","$19.99","In stock",4.1,"https://www.amazon.com/s?k=kids+tool+belt&tag=giftwithai-21","preschool (4-6);kid (7-9);under $25;toys",
134,Children's Audio Story Player,"Preloaded stories and kid-safe controls for listening.","https://placehold.co/400x250/8b4513/ffffff?text=Audio+Player","$39.99","In stock",4.4,"https://www.amazon.com/s?k=children+audio+story+player&tag=giftwithai-21","kid (7-9);preschool (4-6);$25 - $75;books",
135,Junior Gardening Terrarium,"Small kit for tiny plants and display jars.","https://placehold.co/400x250/98fb98/000000?text=Terrarium","$21.99","In stock",4.3,"https://www.amazon.com/s?k=junior+terrarium+kit&tag=giftwithai-21","kid (7-9);tween (10-12);under $25;home",
136,Kids' Astronomy Flashcards,"Flashcards for planets, stars and space facts.","https://placehold.co/400x250/00008b/ffffff?text=Astronomy+Cards","$9.99","In stock",4.5,"https://www.amazon.com/s?k=kids+astronomy+flashcards&tag=giftwithai-21","tween (10-12);kid (7-9);under $25;educational",
137,Junior Sewing Machine (Toy),"Child-friendly machine for creative sewing projects.","https://placehold.co/400x250/ff69b4/000000?text=Sewing+Machine","$59.99","In stock",4.2,"https://www.amazon.com/s?k=junior+sewing+machine&tag=giftwithai-21","tween (10-12);arts & crafts;$25 - $75",
138,Kids' Rock Climbing Holds (Indoor Play),"Set to add climbing holds to a safe indoor play board for active exploration.","https://placehold.co/400x250/8b4513/ffffff?text=Climbing+Holds","$34.99","In stock",4.1,"https://www.amazon.com/s?k=kids+rock+climbing+holds&tag=giftwithai-21","tween (10-12);outdoors;fitness;$25 - $75",
139,Interactive Learning Tablet (Kids),"Durable tablet with preloaded educational games and parental controls.","https://placehold.co/400x250/6495ed/ffffff?text=Learning+Tablet","$69.99","In stock",4.3,"https://www.amazon.com/s?k=interactive+learning+tablet+kids&tag=giftwithai-21","tween (10-12);kid (7-9);$25 - $75;educational",
140,Personalized Growth Chart,"Wood or fabric growth chart that records height and memories.","https://placehold.co/400x250/ffb6c1/000000?text=Growth+Chart","$29.99","In stock",4.6,"https://www.amazon.com/s?k=personalized+growth+chart&tag=giftwithai-21","kid (7-9);preschool (4-6);family;home",
141,Kids' Glow Stick Party Pack,"Glow sticks and accessories for safe night-time fun and events.","https://placehold.co/400x250/ffd700/000000?text=Glow+Sticks","$9.99","In stock",4.0,"https://www.amazon.com/s?k=kids+glow+sticks&tag=giftwithai-21","tween (10-12);teen (13-19);under $25;party",
142,Junior Chess Tutor Book,"Beginner chess strategies explained with puzzles and tips.","https://placehold.co/400x250/8b4513/ffffff?text=Chess+Tutor","$12.99","In stock",4.4,"https://www.amazon.com/s?k=junior+chess+tutor&tag=giftwithai-21","kid (7-9);tween (10-12);books;under $25",
143,Kids' Gardening Apron,"Cute apron with pockets for seeds, tools and mud-friendly play.","https://placehold.co/400x250/98fb98/000000?text=Garden+Apron","$14.99","In stock",4.2,"https://www.amazon.com/s?k=kids+gardening+apron&tag=giftwithai-21","kid (7-9);preschool (4-6);under $25;outdoors",
144,Junior Skate Helmet & Pads,"Protective set with colorful designs for first skate sessions.","https://placehold.co/400x250/000000/ffffff?text=Helmet+Pads","$29.99","In stock",4.3,"https://www.amazon.com/s?k=junior+skate+helmet+pads&tag=giftwithai-21","tween (10-12);kid (7-9);safety;outdoors",
145,Kids' Science Chemistry Set (Safe),"Age-appropriate experiments with colorful results and safety focus.","https://placehold.co/400x250/00ced1/000000?text=Chemistry+Set","$39.99","In stock",4.5,"https://www.amazon.com/s?k=kids+chemistry+set+safe&tag=giftwithai-21","tween (10-12);STEM;$25 - $75;educational",
146,Personalized Puzzle (Name & Photo),"Custom jigsaw puzzle printed with a photo or name for keepsakes.","https://placehold.co/400x250/ffb6c1/000000?text=Personalized+Puzzle","$24.99","In stock",4.8,"https://www.amazon.com/s?k=personalized+puzzle+name&tag=giftwithai-21","kid (7-9);family member;gifts;$25 - $75",
147,Kids' Balance Bike (No Pedals),"Lightweight bike to teach balance before pedals arrive.","https://placehold.co/400x250/ffa07a/000000?text=Balance+Bike","$79.99","In stock",4.4,"https://www.amazon.com/s?k=kids+balance+bike&tag=giftwithai-21","preschool (4-6);toddler (1-3);$25 - $75;outdoors",
148,Junior Telescope Accessory Kit,"Eyepieces and guides to extend curiosity beyond a starter scope.","https://placehold.co/400x250/00008b/ffffff?text=Telescope+Kit","$29.99","In stock",4.2,"https://www.amazon.com/s?k=junior+telescope+accessory+kit&tag=giftwithai-21","tween (10-12);teen (13-19);$25 - $75;educational",
149,Kids' Roller Skates (Adjustable),"Beginner skates with adjustable sizing and safety features.","https://placehold.co/400x250/ffd700/000000?text=Roller+Skates","$49.99","In stock",4.1,"https://www.amazon.com/s?k=kids+roller+skates+adjustable&tag=giftwithai-21","tween (10-12);teen (13-19);outdoors;$25 - $75",
150,Children's Baking Playset,"Toy baking tools with safe materials for pretend pastry adventures.","https://placehold.co/400x250/ffdead/000000?text=Baking+Playset","$19.99","In stock",4.0,"https://www.amazon.com/s?k=children+baking+playset&tag=giftwithai-21","preschool (4-6);kid (7-9);under $25;play",
151,Junior Gardening Fairytale Kit,"Seed packets with fairy garden accessories and tiny homes.","https://placehold.co/400x250/98fb98/000000?text=Fairy+Garden","$22.99","In stock",4.3,"https://www.amazon.com/s?k=junior+fairy+garden+kit&tag=giftwithai-21","kid (7-9);preschool (4-6);under $25;outdoors",
152,Kids' Digital Alarm Clock,"Colorful alarm clock with nightlight and easy buttons for kids.","https://placehold.co/400x250/6495ed/ffffff?text=Alarm+Clock","$19.99","In stock",4.2,"https://www.amazon.com/s?k=kids+digital+alarm+clock&tag=giftwithai-21","kid (7-9);tween (10-12);under $25;home",
153,Junior Origami Deluxe Set,"Bright papers and step-by-step guides for budding paper artists.","https://placehold.co/400x250/9acd32/000000?text=Origami+Deluxe","$16.99","In stock",4.1,"https://www.amazon.com/s?k=junior+origami+set&tag=giftwithai-21","tween (10-12);kid (7-9);arts & crafts;under $25",
154,Kids' Gardening Play Table,"Small table for potting, planting and contained outdoor projects.","https://placehold.co/400x250/20b2aa/ffffff?text=Gardening+Table","$39.99","In stock",4.0,"https://www.amazon.com/s?k=kids+gardening+table&tag=giftwithai-21","kid (7-9);tween (10-12);$25 - $75;outdoors",
155,Personalized Lunchbox,"Insulated lunchbox with custom name option and fun patterns.","https://placehold.co/400x250/ffb6c1/000000?text=Lunchbox","$24.99","In stock",4.4,"https://www.amazon.com/s?k=personalized+lunchbox&tag=giftwithai-21","kid (7-9);preschool (4-6);family;under $25",
156,Junior Coding Cards (Screen-free),"Deck of coding challenges to teach sequencing and logic.","https://placehold.co/400x250/00ced1/000000?text=Coding+Cards","$14.99","In stock",4.5,"https://www.amazon.com/s?k=junior+coding+cards&tag=giftwithai-21","tween (10-12);STEM;under $25;educational",
157,Kids' Nature Journal Set,"Journal, stickers and prompts for outdoor observations and discoveries.","https://placehold.co/400x250/98fb98/000000?text=Nature+Journal","$12.99","In stock",4.6,"https://www.amazon.com/s?k=kids+nature+journal&tag=giftwithai-21","kid (7-9);tween (10-12);under $25;outdoors",
158,Junior Drumsticks & Practice Pad,"Quiet practice pad and padded sticks for beginning drummers.","https://placehold.co/400x250/ff69b4/000000?text=Drumsticks","$17.99","In stock",4.2,"https://www.amazon.com/s?k=junior+drumsticks+practice+pad&tag=giftwithai-21","tween (10-12);teen (13-19);music;under $25",
159,Kids' Wooden Play Kitchen Accessories,"Realistic wooden food and utensils for imaginative cooking play.","https://placehold.co/400x250/ffa07a/000000?text=Kitchen+Accessories","$29.99","In stock",4.5,"https://www.amazon.com/s?k=wooden+play+kitchen+accessories&tag=giftwithai-21","preschool (4-6);kid (7-9);$25 - $75;toys",
160,Glow-in-the-Dark T-Shirt (Kids),"Fun glow print tees for night events and parties.","https://placehold.co/400x250/ffd700/000000?text=Glow+Tee","$16.99","In stock",4.1,"https://www.amazon.com/s?k=glow+in+the+dark+tshirt+kids&tag=giftwithai-21","tween (10-12);teen (13-19);under $25;clothing",
161,Junior Puzzle Box (Secret Compartment),"Brainy wooden puzzle box with a hidden compartment to discover.","https://placehold.co/400x250/8b4513/ffffff?text=Puzzle+Box","$24.99","In stock",4.4,"https://www.amazon.com/s?k=junior+puzzle+box&tag=giftwithai-21","tween (10-12);kid (7-9);under $25;games",
162,Kids' Waterproof Play Mat,"Easy-clean play mat for sensory activities and art projects.","https://placehold.co/400x250/20b2aa/ffffff?text=Play+Mat","$29.99","In stock",4.3,"https://www.amazon.com/s?k=kids+waterproof+play+mat&tag=giftwithai-21","toddler (1-3);preschool (4-6);$25 - $75;home",
163,Junior Birdhouse Kit,"Simple build-and-paint birdhouse for backyard wildlife watching.","https://placehold.co/400x250/98fb98/000000?text=Birdhouse+Kit","$19.99","In stock",4.5,"https://www.amazon.com/s?k=junior+birdhouse+kit&tag=giftwithai-21","kid (7-9);tween (10-12);under $25;outdoors",
164,Kids' Travel Play Tray,"Portable table for car trips and airplane activities.","https://placehold.co/400x250/ffd700/000000?text=Travel+Tray","$24.99","In stock",4.2,"https://www.amazon.com/s?k=kids+travel+tray&tag=giftwithai-21","kid (7-9);tween (10-12);under $25;travel",
165,Junior Stargazing Guidebook,"Easy guide to constellations and backyard stargazing tips for kids.","https://placehold.co/400x250/00008b/ffffff?text=Stargazing+Guide","$12.99","In stock",4.6,"https://www.amazon.com/s?k=junior+stargazing+guidebook&tag=giftwithai-21","tween (10-12);kid (7-9);books;under $25",
166,Kids' Clay Modeling Set,"Air-dry clay with tools and molds for creative sculptures.","https://placehold.co/400x250/ff7f50/000000?text=Clay+Set","$18.99","In stock",4.1,"https://www.amazon.com/s?k=kids+clay+modeling+set&tag=giftwithai-21","tween (10-12);kid (7-9);arts & crafts;under $25",
167,Junior Skateboard Wheels Replacement Kit,"Soft wheels for smoother beginner rides and easy upgrades.","https://placehold.co/400x250/000000/ffffff?text=Wheel+Kit","$14.99","In stock",4.0,"https://www.amazon.com/s?k=skateboard+wheels+replacement&tag=giftwithai-21","tween (10-12);teen (13-19);under $25;outdoors",
168,Kids' Fishing Rod (Beginner),"Lightweight rod with safe tackle for first fishing trips.","https://placehold.co/400x250/00bfff/000000?text=Fishing+Rod","$24.99","In stock",4.1,"https://www.amazon.com/s?k=kids+fishing+rod+beginner&tag=giftwithai-21","kid (7-9);tween (10-12);outdoors;under $25",
169,Junior Weather Station Kit,"Mini station to measure rain, wind and temperature for science fun.","https://placehold.co/400x250/00ced1/000000?text=Weather+Kit","$34.99","In stock",4.3,"https://www.amazon.com/s?k=junior+weather+station+kit&tag=giftwithai-21","tween (10-12);STEM;$25 - $75;educational",
170,Kids' Travel Pillow (Neck Support),"Soft ergonomic pillow for naps on the road with cute covers.","https://placehold.co/400x250/ffb6c1/000000?text=Travel+Pillow","$14.99","In stock",4.2,"https://www.amazon.com/s?k=kids+travel+pillow&tag=giftwithai-21","kid (7-9);tween (10-12);under $25;travel",
171,Junior Garden Seed Kit,"Assorted seeds and kid-friendly instructions for multiple plantings.","https://placehold.co/400x250/98fb98/000000?text=Seed+Kit","$12.99","In stock",4.4,"https://www.amazon.com/s?k=junior+garden+seed+kit&tag=giftwithai-21","kid (7-9);preschool (4-6);under $25;outdoors",
172,Kids' Nightlight Projector Lamp,"Soothing projector with animal or star themes and adjustable settings.","https://placehold.co/400x250/8a2be2/ffffff?text=Nightlight+Lamp","$24.99","In stock",4.3,"https://www.amazon.com/s?k=kids+nightlight+projector+lamp&tag=giftwithai-21","toddler (1-3);preschool (4-6);under $25;home",
173,Junior Art Stencil Set,"Stencils for drawing vehicles, animals and letters for neat art sessions.","https://placehold.co/400x250/ff7f50/000000?text=Stencil+Set","$9.99","In stock",4.1,"https://www.amazon.com/s?k=junior+art+stencil+set&tag=giftwithai-21","preschool (4-6);kid (7-9);arts & crafts;under $25",
174,Kids' Solar System Mobile,"Hangable mobile with planets and fun facts for bedrooms.","https://placehold.co/400x250/00008b/ffffff?text=Solar+Mobile","$19.99","In stock",4.2,"https://www.amazon.com/s?k=kids+solar+system+mobile&tag=giftwithai-21","kid (7-9);tween (10-12);under $25;home",
175,Junior Bird Feeder Kit,"Build and decorate a feeder to attract birds and learn care.","https://placehold.co/400x250/98fb98/000000?text=Bird+Feeder+Kit","$24.99","In stock",4.5,"https://www.amazon.com/s?k=junior+bird+feeder+kit&tag=giftwithai-21","kid (7-9);outdoors;$25 - $75;educational",
176,Kids' Weighted Blanket (Small),"Lightweight weighted blanket for calm naps and sensory comfort.","https://placehold.co/400x250/ffdead/000000?text=Weighted+Blanket","$39.99","In stock",4.4,"https://www.amazon.com/s?k=kids+weighted+blanket&tag=giftwithai-21","tween (10-12);kid (7-9);$25 - $75;home",
177,Junior Magic Trick Set,"Easy magic props and step-by-step guides for simple illusions.","https://placehold.co/400x250/ff69b4/000000?text=Magic+Set","$14.99","In stock",4.0,"https://www.amazon.com/s?k=junior+magic+trick+set&tag=giftwithai-21","tween (10-12);kid (7-9);under $25;play",
178,Kids' Science Geology Kit,"Explore rocks and learn identification with kid-safe tools.","https://placehold.co/400x250/00ced1/000000?text=Geology+Kit","$29.99","In stock",4.5,"https://www.amazon.com/s?k=kids+geology+kit&tag=giftwithai-21","tween (10-12);STEM;$25 - $75;educational",
179,Personalized Star Map Poster,"Poster of the night sky for a specific date and location — keepsake and wow.","https://placehold.co/400x250/8b4513/ffffff?text=Star+Map","$29.99","In stock",4.7,"https://www.amazon.com/s?k=personalized+star+map+poster&tag=giftwithai-21","teen (13-19);adult (20-55);$25 - $75;gifts",
180,Kids' Eco-Friendly Crayons,"Biodegradable crayons with bright pigments and easy grip shapes.","https://placehold.co/400x250/ffd700/000000?text=Eco+Crayons","$9.99","In stock",4.3,"https://www.amazon.com/s?k=eco+friendly+crayons+kids&tag=giftwithai-21","toddler (1-3);preschool (4-6);under $25;arts & crafts",
181,Junior Coding Board Game,"Board game that teaches logic and sequencing through play.","https://placehold.co/400x250/00ced1/000000?text=Coding+Board+Game","$34.99","In stock",4.4,"https://www.amazon.com/s?k=junior+coding+board+game&tag=giftwithai-21","tween (10-12);STEM;$25 - $75;educational",
182,Kids' Garden Sprinkler Toy,"Fun sprinkler with safe spray patterns for summer outdoor play.","https://placehold.co/400x250/20b2aa/ffffff?text=Sprinkler+Toy","$19.99","In stock",4.2,"https://www.amazon.com/s?k=kids+garden+sprinkler+toy&tag=giftwithai-21","kid (7-9);toddler (1-3);outdoors;under $25",
183,Junior Sewing Starter Pack,"Safe fabrics, large needles and easy projects for beginners.","https://placehold.co/400x250/ff69b4/000000?text=Sewing+Pack","$24.99","In stock",4.1,"https://www.amazon.com/s?k=junior+sewing+starter+pack&tag=giftwithai-21","tween (10-12);arts & crafts;$25 - $75",
184,Kids' Lemonade Stand Kit,"Signs, cups and play money for entrepreneurial summer afternoons.","https://placehold.co/400x250/ffb347/000000?text=Lemonade+Kit","$29.99","In stock",4.0,"https://www.amazon.com/s?k=kids+lemonade+stand+kit&tag=giftwithai-21","kid (7-9);tween (10-12);$25 - $75;play",
185,Junior Puzzle Race Track,"Track set with small cars and timed challenges for competitive play.","https://placehold.co/400x250/ffd700/000000?text=Race+Track","$39.99","In stock",4.2,"https://www.amazon.com/s?k=junior+puzzle+race+track&tag=giftwithai-21","kid (7-9);tween (10-12);$25 - $75;games",
186,Kids' Travel Snack Container Set,"Stackable snack containers for portioned lunches and trips.","https://placehold.co/400x250/20b2aa/ffffff?text=Snack+Containers","$14.99","In stock",4.3,"https://www.amazon.com/s?k=kids+travel+snack+containers&tag=giftwithai-21","kid (7-9);tween (10-12);under $25;practical",
187,Junior Glow Bracelet Maker,"Make glow bracelets and accessories for playdates and parties.","https://placehold.co/400x250/ffd700/000000?text=Bracelet+Maker","$12.99","In stock",4.0,"https://www.amazon.com/s?k=glow+bracelet+maker&tag=giftwithai-21","tween (10-12);teen (13-19);under $25;crafts",
188,Kids' Magnetic Poetry Kit,"Word magnets for creative poems on the fridge and practice with language.","https://placehold.co/400x250/ff7f50/000000?text=Magnetic+Poetry","$11.99","In stock",4.4,"https://www.amazon.com/s?k=kids+magnetic+poetry&tag=giftwithai-21","tween (10-12);kid (7-9);under $25;books",
189,Junior Music Lesson Book,"Beginner lessons for piano or guitar with kid-friendly songs.","https://placehold.co/400x250/8b4513/ffffff?text=Music+Lesson+Book","$14.99","In stock",4.2,"https://www.amazon.com/s?k=junior+music+lesson+book&tag=giftwithai-21","tween (10-12);teen (13-19);under $25;music"
